left_id,right_id,left_name,right_name,left_department,right_department,left_city,right_city,confidence,decision,reason,match_summary,pan_component,gstin_component,name_component,address_component,pincode_component,phonetic_component,behavioural_boost_component
ele_41,sho_41,Aditya Retail 41 Pvt Ltd,Aditya Retail 41,electricity,shops,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_41,sho_41_dup,Aditya Retail 41 Pvt Ltd,Adiyta Retail 41,electricity,shops,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1478 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1478,0.05,0.05,0.0,0.3
ele_42,fac_42,Shri Hoysala Fabrication 42 Enterprises,Sri Hoysala Fabrication 42 Enterprises,electricity,factories,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_42,pol_42,Shri Hoysala Fabrication 42 Enterprises,Sri Hoysala Fabrication 42 Fabrications,electricity,pollution,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1389 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1389,0.1,0.05,0.0,0.3
ele_42,sho_42,Shri Hoysala Fabrication 42 Enterprises,Hoysala Fabrication 42 Pvt Ltd,electricity,shops,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_43,fac_43,Sri Classic Lodging 43 LLP,Shri Classic Lodging 43,electricity,factories,Mangaluru,Mangaluru,0.9444,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.3,0.15,0.0444,0.05,0.05,0.0
ele_43,pol_43,Sri Classic Lodging 43 LLP,M/s Classic Lodging 43 LLP,electricity,pollution,Mangaluru,Mangaluru,0.9187,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.1187 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1187,0.1,0.05,0.0,0.3
ele_43,sho_43,Sri Classic Lodging 43 LLP,Sri Classic oLdging 43 Lodgings,electricity,shops,Mangaluru,Mangaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1383 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1383,0.05,0.05,0.0,0.3
ele_44,fac_44,Srinidhi Restaurant 44 Restaurants,Shri Srinidhi Restaurant 44,electricity,factories,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1394 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1394,0.1,0.05,0.0,0.3
ele_44,pol_44,Srinidhi Restaurant 44 Restaurants,M/s Srinidhi Restaurant 44 Traders,electricity,pollution,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1085 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1085,0.0444,0.05,0.0,0.3
ele_44,sho_44,Srinidhi Restaurant 44 Restaurants,Srinidhi Restaurant 44 Pvt Ltd,electricity,shops,Belagavi,Belagavi,0.9394,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.0 NAME=0.1394 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1394,0.1,0.05,0.0,0.3
ele_45,fac_45,M/s Shree Durga Bakery 45 Enterprises,Shree Durga Bakery 45 Enterprises,electricity,factories,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1206 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1206,0.1,0.05,0.0,0.3
ele_45,pol_45,M/s Shree Durga Bakery 45 Enterprises,Sri Shree Durga Bakery 45,electricity,pollution,Bengaluru,Bengaluru,0.9206,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1206 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1206,0.1,0.05,0.0,0.0
ele_45,sho_45,M/s Shree Durga Bakery 45 Enterprises,Sri Shree Durga Bakery 45 Bkaerys,electricity,shops,Bengaluru,Bengaluru,0.8514,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1069 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1069,0.0444,0.05,0.0,0.0
ele_46,ele_46_dup,Vijaya Retail 46 Enterprises,Vijaya Retail 46 Enterprises,electricity,electricity,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=6,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_46,fac_46,Vijaya Retail 46 Enterprises,Shri Vijaya Retail 46 Traders,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.1,0.05,0.05,0.3
ele_46,pol_46,Vijaya Retail 46 Enterprises,Vijaya Retail 46,electricity,pollution,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.1,0.05,0.05,0.3
ele_46,sho_46,Vijaya Retail 46 Enterprises,Vijaya Retail 46,electricity,shops,Mysuru,Mysuru,0.6,SEPARATE,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.0 GSTIN=0.0 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.0,0.15,0.05,0.05,0.05,0.3
ele_46_dup,fac_46,Vijaya Retail 46 Enterprises,Shri Vijaya Retail 46 Traders,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_46_dup,pol_46,Vijaya Retail 46 Enterprises,Vijaya Retail 46,electricity,pollution,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_46_dup,sho_46,Vijaya Retail 46 Enterprises,Vijaya Retail 46,electricity,shops,Mysuru,Mysuru,0.575,SEPARATE,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.0 GSTIN=0.0 NAME=0.15 ADDR=0.025 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.0,0.15,0.025,0.05,0.05,0.3
ele_47,fac_47,Sri Aditya Fabrication 47 Pvt Ltd,M/s Aditya Fabrication 47 Pvt Ltd,electricity,factories,Hubballi,Hubballi,0.8206,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1206 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1206,0.05,0.05,0.0,0.3
ele_47,pol_47,Sri Aditya Fabrication 47 Pvt Ltd,Sri Aditya Fabrication 47 Enterprises,electricity,pollution,Hubballi,Hubballi,0.6,SEPARATE,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.0 GSTIN=0.0 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.0,0.15,0.05,0.05,0.05,0.3
ele_47,sho_47,Sri Aditya Fabrication 47 Pvt Ltd,Shri Aditya Fabrication 47 Enterprises,electricity,shops,Hubballi,Hubballi,0.9,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.15,0.05,0.05,0.05,0.3
ele_48,fac_48,Bharath Lodging 48 Enterprises,Sri Bharath Lodging 4 8LLP,electricity,factories,Mangaluru,Mangaluru,0.5945,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.1445 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.0,0.0,0.3,0.1445,0.1,0.05,0.0,0.0
ele_48,pol_48,Bharath Lodging 48 Enterprises,Sri Bharath Lodging 48 Traders,electricity,pollution,Mangaluru,Mysuru,0.5833,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.15 ADDR=0.0333 PIN=0.05 PH=0.05 BOOST=0.0,0.0,0.3,0.15,0.0333,0.05,0.05,0.0
ele_49,fac_49,Sri Kaveri Restaurant 49,Shri Kaveri Restaurant4 9 Traders,electricity,factories,Belagavi,Belagavi,0.6429,SEPARATE,weighted_fellegi_sunter|no_lag_boost_no_nearby_cycles,PAN=0.35 GSTIN=0.0 NAME=0.1485 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.0,0.1485,0.0444,0.05,0.05,0.0
ele_49,pol_49,Sri Kaveri Restaurant 49,Shri Kaveri Restaurant 49 Enterprises,electricity,pollution,Belagavi,Bengaluru,0.63,SEPARATE,weighted_fellegi_sunter|no_lag_boost_no_nearby_cycles,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.03 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.0,0.15,0.03,0.05,0.05,0.0
ele_49,sho_49,Sri Kaveri Restaurant 49,Shri Kaveri Restaurant 49 Restaurants,electricity,shops,Belagavi,Belagavi,0.5888,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.1388 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.0,0.1388,0.05,0.05,0.0,0.0
ele_5,fac_5,Sahyadri Bakery 5,Sri Sahyadri Bakery 5 Bakerys,electricity,factories,Bengaluru,Bengaluru,0.9404,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1404 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1404,0.1,0.05,0.0,0.3
ele_5,pol_5,Sahyadri Bakery 5,M/s Sahyadri Bakery 5 LLP,electricity,pollution,Bengaluru,Bengaluru,0.9169,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1169 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1169,0.1,0.05,0.0,0.3
ele_5,sho_5,Sahyadri Bakery 5,Sahyadri Bakery 5 Enterprises,electricity,shops,Bengaluru,Bengaluru,0.9444,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.15,0.0444,0.05,0.05,0.3
ele_50,fac_50,M/s Pragathi Bakery 50,M/s Pragathi Bakery 50 LLP,electricity,factories,Bengaluru,Bengaluru,0.7,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.0,0.15,0.1,0.05,0.05,0.0
ele_50,pol_50,M/s Pragathi Bakery 50,Pragathi Bakery 50 Pvt Ltd,electricity,pollution,Bengaluru,Bengaluru,0.5687,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.1187 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.0,0.1187,0.05,0.05,0.0,0.0
ele_50,sho_50,M/s Pragathi Bakery 50,Shri Pragathi Bakery 50 Bakerys,electricity,shops,Bengaluru,Bengaluru,0.8505,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.106 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.106,0.0444,0.05,0.0,0.0
ele_51,fac_51,Aditya Retail 51 Pv tLtd,Sri Aditya Retail 51 Retails,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1375 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1375,0.1,0.05,0.0,0.3
ele_51,pol_51,Aditya Retail 51 Pv tLtd,M/s Aditya Retail 51 vPt Ltd,electricity,pollution,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1161 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1161,0.0444,0.05,0.0,0.3
ele_51,sho_51,Aditya Retail 51 Pv tLtd,M/s Aditya Retail 51 Retails,electricity,shops,Mysuru,Mysuru,0.8549,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=6,PAN=0.0 GSTIN=0.3 NAME=0.1049 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1049,0.1,0.05,0.0,0.3
ele_52,fac_52,M/s Navarasa Fabrication 52 Fabrications,Shri Navarasa Fabrication 52 Fabricatiosn,electricity,factories,Hubballi,Hubballi,0.8769,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.0 GSTIN=0.3 NAME=0.1269 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1269,0.1,0.05,0.0,0.3
ele_52,sho_52,M/s Navarasa Fabrication 52 Fabrications,M/s Navarasa Fabrication 52 LLP,electricity,shops,Hubballi,Hubballi,0.8402,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.0 GSTIN=0.3 NAME=0.1402 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1402,0.05,0.05,0.0,0.3
ele_52,sho_52_dup,M/s Navarasa Fabrication 52 Fabrications,M/s Navarasa Fabrication 52 LLP,electricity,shops,Hubballi,Hubballi,0.8402,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.0 GSTIN=0.3 NAME=0.1402 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1402,0.05,0.05,0.0,0.3
ele_53,fac_53,Sri Malnad Lodging 53 Traders,Malnad Lodging 53 Lodgings,electricity,factories,Mangaluru,Mangaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1396 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1396,0.05,0.05,0.0,0.3
ele_53,pol_53,Sri Malnad Lodging 53 Traders,M/ sMalnad Lodging 53 LLP,electricity,pollution,Mangaluru,Mangaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=6,PAN=0.35 GSTIN=0.3 NAME=0.1247 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1247,0.05,0.05,0.0,0.3
ele_53,sho_53,Sri Malnad Lodging 53 Traders,M/s Malnad Lodging 53 Enterprises,electricity,shops,Mangaluru,Mangaluru,0.8229,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=6,PAN=0.0 GSTIN=0.3 NAME=0.1229 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1229,0.05,0.05,0.0,0.3
ele_54,fac_54,M/s Kaveri Restaurant 54,Kaveri Restaurant 54 LLP,electricity,factories,Belagavi,Belagavi,0.9192,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1192 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1192,0.1,0.05,0.0,0.3
ele_54,pol_54,M/s Kaveri Restaurant 54,Kaveri Restaurant 54,electricity,pollution,Belagavi,Belagavi,0.9192,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1192 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1192,0.1,0.05,0.0,0.3
ele_54,pol_54_dup,M/s Kaveri Restaurant 54,Kaveri Restaurant 54,electricity,pollution,Belagavi,Belagavi,0.8692,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1192 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1192,0.05,0.05,0.0,0.3
ele_54,sho_54,M/s Kaveri Restaurant 54,Shri Kaveri Restaurant 54 LLP,electricity,shops,Belagavi,Belagavi,0.9192,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.0 NAME=0.1192 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1192,0.1,0.05,0.0,0.3
ele_55,fac_55,Sri Ganesh Bakery 55 Enterprises,Shri Ganesh Bakery 55 Enterprsies,electricity,factories,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1371 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1371,0.0444,0.05,0.0,0.3
ele_55,pol_55,Sri Ganesh Bakery 55 Enterprises,Sri aGnesh Bakery 55 Traders,electricity,pollution,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1469 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1469,0.0444,0.05,0.0,0.3
ele_55,sho_55,Sri Ganesh Bakery 55 Enterprises,M/s Ganesh Bakery 55 Enterprises,electricity,shops,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1181 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1181,0.0444,0.05,0.0,0.3
ele_56,ele_56_dup,Sri Srinidhi Retail 56 LLP,Sri Srinidhi Retail 56 LLP,electricity,electricity,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=6,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.025 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.025,0.05,0.05,0.3
ele_56,fac_56,Sri Srinidhi Retail 56 LLP,Sri Srinidhi Retail 56 Traders,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_56,pol_56,Sri Srinidhi Retail 56 LLP,Srinidhi Retail 56 Enterprises,electricity,pollution,Mysuru,Mysuru,0.95,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=6,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.15,0.05,0.05,0.05,0.3
ele_56,sho_56,Sri Srinidhi Retail 56 LLP,Srindihi Retail 56 Pvt Ltd,electricity,shops,Mysuru,Mysuru,0.9983,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1483 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.1483,0.1,0.05,0.05,0.3
ele_56_dup,fac_56,Sri Srinidhi Retail 56 LLP,Sri Srinidhi Retail 56 Traders,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_56_dup,pol_56,Sri Srinidhi Retail 56 LLP,Srinidhi Retail 56 Enterprises,electricity,pollution,Mysuru,Mysuru,0.95,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=6,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.15,0.05,0.05,0.05,0.3
ele_56_dup,sho_56,Sri Srinidhi Retail 56 LLP,Srindihi Retail 56 Pvt Ltd,electricity,shops,Mysuru,Mysuru,0.9233,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1483 ADDR=0.025 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.1483,0.025,0.05,0.05,0.3
ele_57,fac_57,Srinidhi Fabrication 57 Pvt Ltd,M/s Srinidhi Fabrication 57,electricity,factories,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1209 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1209,0.0444,0.05,0.0,0.3
ele_57,pol_57,Srinidhi Fabrication 57 Pvt Ltd,M/s Srinidhi Fabrication 57 Enterprises,electricity,pollution,Hubballi,Hubballi,0.8653,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.0 NAME=0.1209 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1209,0.0444,0.05,0.0,0.3
ele_57,sho_57,Srinidhi Fabrication 57 Pvt Ltd,Sri Srinidhi Fabriaction 57,electricity,shops,Hubballi,Hubballi,0.9987,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=5,PAN=0.35 GSTIN=0.0 NAME=0.1487 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.1487,0.1,0.05,0.05,0.3
ele_58,fac_58,Sri Hoysala Lodging 58 Traders,Shri Hoysala Lodging 58 Pvt Ltd,electricity,factories,Mangaluru,Mangaluru,0.9444,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.0,0.15,0.0444,0.05,0.05,0.3
ele_58,pol_58,Sri Hoysala Lodging 58 Traders,Shri Hoysala Lodging 58 Lodgings,electricity,pollution,Mangaluru,Mangaluru,0.8775,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.14 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.14,0.0375,0.05,0.0,0.3
ele_58,sho_58,Sri Hoysala Lodging 58 Traders,M/s Hoysala Lodging 58 Enterprises,electricity,shops,Mangaluru,Mangaluru,0.5631,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.1187 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.0,0.1187,0.0444,0.05,0.0,0.0
ele_59,fac_59,M/s Navarasa Restaruant 59 Traders,Shri Navarasa Restaurant 59 Restauranst,electricity,factories,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1085 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1085,0.1,0.05,0.0,0.3
ele_59,pol_59,M/s Navarasa Restaruant 59 Traders,Sri Navarasa Restaurant 59 LLP,electricity,pollution,Belagavi,Belagavi,0.9241,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1241 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1241,0.1,0.05,0.0,0.0
ele_59,sho_59,M/s Navarasa Restaruant 59 Traders,Navarasa Restaurant 59 Enterprises,electricity,shops,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1241 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1241,0.05,0.05,0.0,0.3
