source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date
factories,fac_28,BIZ-00028,Sri Cauveyr Lodging 28 Lodgings,"No 28, Main Road, Industrial Area, Mangaluru",560028,ABCDE0028F,29ABCDE0028F1Z2,Owner 28,5510,Lodging,Mangaluru,2023-01-04|2023-04-04|2023-07-03,inspection:2023-01-04|inspection:2023-04-04|inspection:2023-07-03|renewal:2025-04-03|renewal:2026-04-02,
pollution,pol_28,BIZ-00028,M/s Cauvery Lodging 28 Pvt Ltd,"No 28, Main Road, Industrial Area, Mangaluru",560028,ABCDE0028F,29ABCDE0028F1Z2,Owner 28,5510,Lodging,Mangaluru,2023-01-06|2023-03-30|2023-07-05,inspection:2023-01-06|inspection:2023-03-30|inspection:2023-07-05|filing:2026-05-05,
electricity,ele_28,BIZ-00028,M/s Cauvery Lodging 28 Lodgings,"Door 28, Industrial Area, Mangaluru",560028,ABCDE0028F,,Owner 28,5510,Lodging,Mangaluru,2023-01-16|2023-04-07|2023-07-06,inspection:2023-01-16|inspection:2023-04-07|inspection:2023-07-06|electricity_bill:2025-11-02|electricity_bill:2025-12-01|electricity_bill:2025-12-31|electricity_bill:2026-02-01|electricity_bill:2026-03-04|electricity_bill:2026-04-05|electricity_bill:2026-05-05,
shops,sho_29,BIZ-00029,Bharath Restaurant 29 Pvt Ltd,"29 Main Rd, Ind Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-31|2023-04-24|2023-07-30|2023-10-28,inspection:2023-01-31|inspection:2023-04-24|inspection:2023-07-30|inspection:2023-10-28|renewal:2024-04-08|renewal:2025-04-13|renewal:2026-04-18,
factories,fac_29,BIZ-00029,Sri Bharath Restaurant 29 LLP,"No 29, Main Road, Industrial Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-23|2023-04-30|2023-07-26|2023-10-27,inspection:2023-01-23|inspection:2023-04-30|inspection:2023-07-26|inspection:2023-10-27|renewal:2025-04-08|renewal:2026-04-09,
factories,fac_29_dup,BIZ-00029,Sri Bharath Restaurant 29 LLP,"29 Main Rd, Ind Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-23|2023-04-30|2023-07-26|2023-10-27,inspection:2023-01-23|inspection:2023-04-30|inspection:2023-07-26|inspection:2023-10-27|renewal:2025-04-08|renewal:2026-04-09,
pollution,pol_29,BIZ-00029,Sri Bharath Restaurant 29 Restaurants,"Plot 29, Main Road, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-02-01|2023-05-02|2023-07-31|2023-11-07,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-11-07,
electricity,ele_29,BIZ-00029,Shri Bharath Restaurant 29 Pvt Ltd,"29 Main Rd, Ind Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-30|2023-05-03|2023-08-10|2023-10-27,inspection:2023-01-30|inspection:2023-05-03|inspection:2023-08-10|inspection:2023-10-27|electricity_bill:2026-01-03|electricity_bill:2026-02-04|electricity_bill:2026-03-05|electricity_bill:2026-03-31|electricity_bill:2026-05-01,
shops,sho_30,BIZ-00030,M/s Sri Sai Bakery 30 Traders,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-14|2023-04-14|2023-07-13,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|renewal:2024-04-24|renewal:2025-04-16|renewal:2026-04-23,
factories,fac_30,BIZ-00030,Shri Sri Sai Bakery 30 Enterprises,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-13|2023-04-18|2023-07-12,inspection:2023-01-13|inspection:2023-04-18|inspection:2023-07-12|renewal:2024-04-04|renewal:2025-04-24|renewal:2026-04-27,
pollution,pol_30,BIZ-00030,M/s Sri Sia Bakery 30 Bakerys,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-15|2023-04-15|2023-07-14,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|filing:2026-05-05,
electricity,ele_30,BIZ-00030,Sri Sri Sai Bakery 30 Traders,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-16|2023-04-16|2023-07-15,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|electricity_bill:2025-07-04|electricity_bill:2025-08-04|electricity_bill:2025-09-06|electricity_bill:2025-10-04|electricity_bill:2025-11-02|electricity_bill:2025-12-01|electricity_bill:2026-01-04|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-04,
shops,sho_31,BIZ-00031,Aditya Retail 31 Pvt Ltd,"No 31, Main Road, Industrial Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-02|2023-04-02|2023-07-01,inspection:2023-01-02|inspection:2023-04-02|inspection:2023-07-01|closure:2025-02-22,2025-02-22
factories,fac_31,BIZ-00031,Shri Aditay Retail 31,"No 31, Main Road, Industrial Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-01|2023-04-01|2023-06-30,inspection:2023-01-01|inspection:2023-04-01|inspection:2023-06-30|closure:2025-02-22,2025-02-22
pollution,pol_31,BIZ-00031,Aditya eRtail 31 LLP,"No 31, Main Road, Industrial Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-03|2023-03-31|2023-07-02,inspection:2023-01-03|inspection:2023-03-31|inspection:2023-07-02|closure:2025-02-22,2025-02-22
pollution,pol_31_dup,BIZ-00031,Aditya eRtail 31 LLP,"31 Main Rd, Ind Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-03|2023-03-31|2023-07-02,inspection:2023-01-03|inspection:2023-03-31|inspection:2023-07-02|closure:2025-02-22,2025-02-22
electricity,ele_31,BIZ-00031,Aditya Retail 31 Retails,"No 31, Main Road, Industrial Area, Mysuru",560031,,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-01|2023-04-04|2023-07-03,inspection:2023-01-01|inspection:2023-04-04|inspection:2023-07-03|closure:2025-02-22,2025-02-22
shops,sho_32,BIZ-00032,Sampoorna Fabrication 32 Pvt Ltd,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,29ABCDE0032F1Z6,Owner 32,2599,Fabrication,Hubballi,2023-01-07|2023-04-07|2023-07-06|2023-09-27,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-09-27|closure:2025-01-23,2025-01-23
shops,sho_32_dup,BIZ-00032,Sampoorna Fabrication 32 Pvt Ldt,"Door 32, Industrial Area, Hubballi",560032,ABCDE0032F,29ABCDE0032F1Z6,Owner 32,2599,Fabrication,Hubballi,2023-01-07|2023-04-07|2023-07-06|2023-09-27,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-09-27|closure:2025-01-23,2025-01-23
factories,fac_32,BIZ-00032,M/s Sampoorna Fabrication 3 2LLP,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,,Owner 32,2599,Fabrication,Hubballi,2023-01-06|2023-04-06|2023-07-10|2023-10-03,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-10|inspection:2023-10-03|closure:2025-01-23,2025-01-23
pollution,pol_32,BIZ-00032,Shri Smapoorna Fabrication 32 Fabrications,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,,Owner 32,2599,Fabrication,Hubballi,2023-01-08|2023-04-08|2023-07-07|2023-10-10,inspection:2023-01-08|inspection:2023-04-08|inspection:2023-07-07|inspection:2023-10-10|closure:2025-01-23,2025-01-23
electricity,ele_32,BIZ-00032,Sampoorna Fabrication 32 Fabrications,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,29ABCDE0032F1Z6,Owner 32,2599,Fabrication,Hubballi,2023-01-09|2023-04-09|2023-07-17|2023-10-11,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-17|inspection:2023-10-11|closure:2025-01-23,2025-01-23
shops,sho_33,BIZ-00033,M/s Karnataka Lodging 33 Lodgings,"No 33, Main Road, Industrial Area, Mangaluru",560033,,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-07|2023-04-07|2023-07-06|2023-10-04|2024-01-02|2024-04-01,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-10-04|inspection:2024-01-02|inspection:2024-04-01|renewal:2024-04-25|renewal:2025-04-05,
factories,fac_33,BIZ-00033,Sri Karnataka Lodging 33 Enetrprises,"No 33, Main Road, Industrial Area, Mangaluru",560033,,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-06|2023-04-06|2023-07-05|2023-10-03|2024-01-01|2024-03-31,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|inspection:2023-10-03|inspection:2024-01-01|inspection:2024-03-31|renewal:2024-04-08|renewal:2025-04-06|renewal:2026-04-06,
pollution,pol_33,BIZ-00033,Karnataka Lodging 33 Traders,"Door 33, Industrial Area, Mangaluru",560033,ABCDE0033F,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-08|2023-04-08|2023-07-07|2023-10-05|2024-01-03|2024-04-02,inspection:2023-01-08|inspection:2023-04-08|inspection:2023-07-07|inspection:2023-10-05|inspection:2024-01-03|inspection:2024-04-02|filing:2026-05-05,
electricity,ele_33,BIZ-00033,M/s Karnataka Lodging 33 Traders,"No 33, Main Road, Industrial Area, Mangaluru",560033,ABCDE0033F,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06|2024-01-13|2024-04-03,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|inspection:2024-01-13|inspection:2024-04-03|electricity_bill:2025-08-05|electricity_bill:2025-09-05|electricity_bill:2025-10-06|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2025-12-31|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-03,
shops,sho_34,BIZ-00034,Shri Royal Restaurant 34 Restaurants,"No 34, Main Road, Industrial Area, Belagavi",560034,ABCDE0034F,,Owner 34,5610,Restaurant,Belagavi,2023-02-04|2023-05-08|2023-08-06,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-06|renewal:2024-04-26|renewal:2025-04-16,
factories,fac_34,BIZ-00034,Shri Royal Restaurant 34,"No 34, Main Road, Industrial Area, Belagavi",560034,ABCDE0034F,29ABCDE0034F1Z8,Owner 34,5610,Restaurant,Belagavi,2023-02-06|2023-05-07|2023-08-05,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|renewal:2024-04-23|renewal:2025-04-02|renewal:2026-04-12,
pollution,pol_34,BIZ-00034,M/s Royal Restaurant 34 Restaurants,"Door 34, Industrial Area, Belagavi",560034,,29ABCDE0034F1Z8,Owner 34,5610,Restaurant,Belagavi,2023-02-08|2023-05-09|2023-07-31,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-07-31|filing:2026-05-05,
electricity,ele_34,BIZ-00034,Royal Restaurant 34 Traders,"No 34, Main Road, Industrial Area, Belagavi",560034,ABCDE0034F,29ABCDE0034F1Z8,Owner 34,5610,Restaurant,Belagavi,2023-02-09|2023-05-19|2023-08-08,inspection:2023-02-09|inspection:2023-05-19|inspection:2023-08-08|electricity_bill:2025-11-01|electricity_bill:2025-12-02|electricity_bill:2025-12-31|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-03|electricity_bill:2026-05-02,
shops,sho_35,BIZ-00035,Shri Basaveshwara Bakery 35 Traders,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-01|2023-04-08|2023-07-04|2023-10-05|2024-01-03|2024-04-02,inspection:2023-01-01|inspection:2023-04-08|inspection:2023-07-04|inspection:2023-10-05|inspection:2024-01-03|inspection:2024-04-02|renewal:2024-04-26|renewal:2025-04-01|renewal:2026-04-21,
factories,fac_35,BIZ-00035,Shri Basaveshwara Bakery 35 Pvt Ltd,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-07|2023-04-04|2023-07-06|2023-10-04|2024-01-02|2024-04-01,inspection:2023-01-07|inspection:2023-04-04|inspection:2023-07-06|inspection:2023-10-04|inspection:2024-01-02|inspection:2024-04-01|renewal:2024-04-24|renewal:2025-04-07|renewal:2026-04-14,
pollution,pol_35,BIZ-00035,M/s Basaveshwara Bakery 35 Traders,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06|2024-01-04|2024-04-03,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|inspection:2024-01-04|inspection:2024-04-03|filing:2026-05-05,
electricity,ele_35,BIZ-00035,Sri Basaveshwara Bakery 35 LLP,"No 35, Main Road, Industrial Area, Bengaluru",560035,ABCDE0035F,29ABCDE0035F1Z9,Owner 35,1071,Bakery,Bengaluru,2023-01-10|2023-04-10|2023-07-09|2023-10-07|2024-01-05|2024-04-04,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|inspection:2023-10-07|inspection:2024-01-05|inspection:2024-04-04|electricity_bill:2026-01-01|electricity_bill:2026-02-03|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-04,
shops,sho_36,BIZ-00036,Sri Sri Sai Retail 36 Enterprises,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-29|2023-04-29|2023-07-28|2023-10-23|2024-01-24|2024-04-23,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-23|inspection:2024-01-24|inspection:2024-04-23|renewal:2025-04-18|renewal:2026-04-16,
factories,fac_36,BIZ-00036,M/s Sri aSi Retail 36 Traders,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-28|2023-04-28|2023-07-27|2023-10-25|2024-01-23|2024-04-22,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-25|inspection:2024-01-23|inspection:2024-04-22|renewal:2024-04-25|renewal:2025-04-17,
pollution,pol_36,BIZ-00036,M/s Sri Sai Retail 36 Enterrpises,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25|2024-04-24,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|inspection:2024-04-24,
electricity,ele_36,BIZ-00036,Shri Sri Sai Retail 36 Pvt Ltd,"No 36, Main Road, Industrial Area, Mysuru",560036,ABCDE0036F,29ABCDE0036F1Z1,Owner 36,4711,Retail,Mysuru,2023-01-24|2023-05-01|2023-07-27|2023-10-28|2024-01-26|2024-04-25,inspection:2023-01-24|inspection:2023-05-01|inspection:2023-07-27|inspection:2023-10-28|inspection:2024-01-26|inspection:2024-04-25|electricity_bill:2025-09-05|electricity_bill:2025-10-05|electricity_bill:2025-11-01|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-31|electricity_bill:2026-03-02|electricity_bill:2026-04-03|electricity_bill:2026-05-01,
shops,sho_37,BIZ-00037,M/s Classic Fabricatino 37 Pvt Ltd,"No 37, Main Road, Industrial Area, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-10|2023-04-15|2023-07-06,inspection:2023-01-10|inspection:2023-04-15|inspection:2023-07-06|renewal:2024-04-19|renewal:2025-04-21|renewal:2026-04-15,
shops,sho_37_dup,BIZ-00037,M/s Classic Fabricatino 37 Pvt Ltd,"Plot 37, Main Road, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-10|2023-04-15|2023-07-06,inspection:2023-01-10|inspection:2023-04-15|inspection:2023-07-06|renewal:2024-04-19|renewal:2025-04-21|renewal:2026-04-15,
factories,fac_37,BIZ-00037,Shri Classic Fabrication 37 Enterprises,"Door 37, Industrial Area, Hubballi",560037,,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-09|2023-04-09|2023-07-13,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-13|renewal:2024-04-23|renewal:2025-04-03|renewal:2026-04-13,
pollution,pol_37,BIZ-00037,Sri Classic Fabrication 37 Traders,"Plot 37, Main Road, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-11|2023-04-11|2023-07-10,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|filing:2026-05-05,
pollution,pol_37_dup,BIZ-00037,Sri Classic Fabrication 37 Traders,"37 Main Rd, Ind Area, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-11|2023-04-11|2023-07-10,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|filing:2026-05-05,
electricity,ele_37,BIZ-00037,Shri Classic Fabrication 37 Pvt Ltd,"No 37, Main Road, Industrial Area, Hubballi",560037,ABCDE0037F,29ABCDE0037F1Z2,Owner 37,2599,Fabrication,Hubballi,2023-01-12|2023-04-21|2023-07-11,inspection:2023-01-12|inspection:2023-04-21|inspection:2023-07-11|electricity_bill:2025-10-02|electricity_bill:2025-11-01|electricity_bill:2025-12-04|electricity_bill:2026-01-05|electricity_bill:2026-02-02|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-05,
shops,sho_38,BIZ-00038,M/s Bharath Lodging 38 LLP,"Door 38, Industrial Area, Mangaluru",560038,ABCDE0038F,,Owner 38,5510,Lodging,Mangaluru,2023-01-29|2023-04-29|2023-07-28|2023-10-26,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-26|renewal:2024-04-23,
factories,fac_38,BIZ-00038,Shri Bharath Lodging 38 Pvt Ltd,"No 38, Main Road, Industrial Area, Mangaluru",560038,,29ABCDE0038F1Z3,Owner 38,5510,Lodging,Mangaluru,2023-01-28|2023-04-28|2023-07-27|2023-10-22,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-22|renewal:2024-04-06|renewal:2025-04-24|renewal:2026-04-24,
pollution,pol_38,BIZ-00038,Bharath Lodging 38 LLP,"No 38, Main Road, Industrial Area, Mangaluru",560038,ABCDE0038F,29ABCDE0038F1Z3,Owner 38,5510,Lodging,Mangaluru,2023-01-30|2023-04-30|2023-07-22|2023-10-24,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-22|inspection:2023-10-24,
electricity,ele_38,BIZ-00038,Bharath Lodging 38 Lodgings,"Door 38, Industrial Area, Mangaluru",560038,ABCDE0038F,29ABCDE0038F1Z3,Owner 38,5510,Lodging,Mangaluru,2023-01-31|2023-05-01|2023-07-30|2023-10-28,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|electricity_bill:2025-10-04|electricity_bill:2025-11-05|electricity_bill:2025-12-06|electricity_bill:2026-01-02|electricity_bill:2026-02-01|electricity_bill:2026-03-05|electricity_bill:2026-04-05|electricity_bill:2026-04-30,
shops,sho_39,BIZ-00039,M/s Cauvery Restaurant 39 Enterprises,"No 39, Main Road, Industrial Area, Belagavi",560039,,,Owner 39,5610,Restaurant,Belagavi,2023-01-25|2023-05-04|2023-07-24,inspection:2023-01-25|inspection:2023-05-04|inspection:2023-07-24|renewal:2024-04-02|renewal:2025-04-26|renewal:2026-04-10,
factories,fac_39,BIZ-00039,Cauvery Restaurant 39 Restaurants,"No 39, Main Road, Industrial Area, Belagavi",560039,ABCDE0039F,29ABCDE0039F1Z4,Owner 39,5610,Restaurant,Belagavi,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-07|renewal:2025-04-05|renewal:2026-04-13,
pollution,pol_39,BIZ-00039,Sri Cauvery Restaurant 39 Restaurants,"No 39, Main Road, Industrial Area, Belagavi",560039,ABCDE0039F,29ABCDE0039F1Z4,Owner 39,5610,Restaurant,Belagavi,2023-01-26|2023-04-26|2023-07-25,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|filing:2026-05-05,
electricity,ele_39,BIZ-00039,M/s Cuavery Restaurant 39,"No 39, Main Road, Industrial Area, Belagavi",560039,ABCDE0039F,29ABCDE0039F1Z4,Owner 39,5610,Restaurant,Belagavi,2023-01-27|2023-04-27|2023-07-26,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-07-26|electricity_bill:2025-06-07|electricity_bill:2025-07-09|electricity_bill:2025-08-08|electricity_bill:2025-09-02|electricity_bill:2025-10-05|electricity_bill:2025-11-01|electricity_bill:2025-12-05|electricity_bill:2026-01-03|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-01,
shops,sho_40,BIZ-00040,Sri Vijaya Bakery 40 Pvt Ltd,"Door 40, Industrial Area, Bengaluru",560040,ABCDE0040F,,Owner 40,1071,Bakery,Bengaluru,2023-02-16|2023-05-17|2023-08-15|2023-11-13|2024-02-08,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|inspection:2024-02-08|renewal:2024-04-01|renewal:2026-04-08,
shops,sho_40_dup,BIZ-00040,Sri Vjiaya Bakery 40 Pvt Ltd,"40 Main Rd, Ind Area, Bengaluru",560040,ABCDE0040F,,Owner 40,1071,Bakery,Bengaluru,2023-02-16|2023-05-17|2023-08-15|2023-11-13|2024-02-08,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|inspection:2024-02-08|renewal:2024-04-01|renewal:2026-04-08,
factories,fac_40,BIZ-00040,Sri Vijaya Bakery 40,"Door 40, Industrial Area, Bengaluru",560040,ABCDE0040F,,Owner 40,1071,Bakery,Bengaluru,2023-02-15|2023-05-25|2023-08-14|2023-11-12|2024-02-15,inspection:2023-02-15|inspection:2023-05-25|inspection:2023-08-14|inspection:2023-11-12|inspection:2024-02-15|renewal:2024-04-02|renewal:2025-04-03|renewal:2026-04-10,
pollution,pol_40,BIZ-00040,Sri Vijaya Bakery 40 Bakerys,"No 40, Main Road, Industrial Area, Bengaluru",560040,ABCDE0040F,29ABCDE0040F1Z5,Owner 40,1071,Bakery,Bengaluru,2023-02-17|2023-05-18|2023-08-16|2023-11-14|2024-02-12,inspection:2023-02-17|inspection:2023-05-18|inspection:2023-08-16|inspection:2023-11-14|inspection:2024-02-12|filing:2026-05-05,
electricity,ele_40,BIZ-00040,Vijaya Bakery 40 Tradesr,"No 40, Main Road, Industrial Area, Bengaluru",560040,ABCDE0040F,29ABCDE0040F1Z5,Owner 40,1071,Bakery,Bengaluru,2023-02-15|2023-05-19|2023-08-10|2023-11-15|2024-02-13,inspection:2023-02-15|inspection:2023-05-19|inspection:2023-08-10|inspection:2023-11-15|inspection:2024-02-13|electricity_bill:2025-11-01|electricity_bill:2025-12-05|electricity_bill:2026-01-05|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-04|electricity_bill:2026-05-01,
shops,sho_41,BIZ-00041,Nandi Retail 41 Enterprises,"Plot 41, Main Road, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-15|2023-05-16|2023-08-14|2023-11-12|2024-02-10|2024-05-10,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|inspection:2023-11-12|inspection:2024-02-10|renewal:2024-04-23|inspection:2024-05-10|renewal:2025-04-11|renewal:2026-04-09,
factories,fac_41,BIZ-00041,Shri Nandi Retail 41,"No 41, Main Road, Industrial Area, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-11|2023-05-15|2023-08-13|2023-11-11|2024-02-09|2024-05-09,inspection:2023-02-11|inspection:2023-05-15|inspection:2023-08-13|inspection:2023-11-11|inspection:2024-02-09|renewal:2024-04-04|inspection:2024-05-09|renewal:2026-04-10,
pollution,pol_41,BIZ-00041,Sri Nandi Retail 41 Enterprises,"No 41, Main Road, Industrial Area, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-16|2023-05-17|2023-08-15|2023-11-13|2024-02-11|2024-05-11,inspection:2023-02-16|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|inspection:2024-02-11|inspection:2024-05-11,
electricity,ele_41,BIZ-00041,Nandi Retail 41,"No 41, Main Road, Industrial Area, Mysuru",560041,ABCDE0041F,29ABCDE0041F1Z6,Owner 41,4711,Retail,Mysuru,2023-02-17|2023-05-18|2023-08-16|2023-11-14|2024-02-12|2024-05-12,inspection:2023-02-17|inspection:2023-05-18|inspection:2023-08-16|inspection:2023-11-14|inspection:2024-02-12|inspection:2024-05-12|electricity_bill:2025-09-07|electricity_bill:2025-10-07|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-02-04|electricity_bill:2026-03-01|electricity_bill:2026-03-31|electricity_bill:2026-04-30,
shops,sho_42,BIZ-00042,Shri Malnad Fabrication 42 Etnerprises,"42 Main Rd, Ind Area, Hubballi",560042,ABCDE0042F,29ABCDE0042F1Z7,Owner 42,2599,Fabrication,Hubballi,2023-01-10|2023-04-10|2023-07-09|2023-09-30|2024-01-05|2024-04-04,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|inspection:2023-09-30|inspection:2024-01-05|inspection:2024-04-04|renewal:2024-04-05|renewal:2026-04-08,
factories,fac_42,BIZ-00042,M/s Malnad Fabrication 42 Fabrications,"No 42, Main Road, Industrial Area, Hubballi",560042,,29ABCDE0042F1Z7,Owner 42,2599,Fabrication,Hubballi,2023-01-09|2023-04-18|2023-07-08|2023-10-06|2024-01-04|2024-04-03,inspection:2023-01-09|inspection:2023-04-18|inspection:2023-07-08|inspection:2023-10-06|inspection:2024-01-04|inspection:2024-04-03|renewal:2024-04-16|renewal:2025-04-16|renewal:2026-04-19,
pollution,pol_42,BIZ-00042,Shri Malnad Fabrication 42 LLP,"No 42, Main Road, Industrial Area, Hubballi",560042,ABCDE0042F,,Owner 42,2599,Fabrication,Hubballi,2023-01-11|2023-04-11|2023-07-10|2023-10-08|2024-01-11|2024-04-05,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08|inspection:2024-01-11|inspection:2024-04-05,
